Date,Open,High,Low,Close,Adj Close,Volume
2003-12-01,106.849998,111.519997,105.959999,111.279999,83.196198,678350400
2004-01-01,111.739998,116.500000,110.730003,113.480003,85.241837,737674000
2004-02-01,113.699997,116.599998,112.779999,115.019997,86.398621,676976900
2004-03-01,115.430000,116.970001,108.849998,113.099998,84.956375,1125003900
2004-04-01,113.070000,115.410004,110.900002,110.959999,83.641090,968620900
2004-05-01,111.370003,113.260002,108.059998,112.860001,85.073296,981083900
2004-06-01,112.459999,114.940002,111.870003,114.529999,86.332153,721880400
2004-07-01,114.250000,114.400002,108.209999,110.839996,83.855629,954619200
2004-08-01,110.190002,111.629997,106.589996,111.110001,84.059891,922892000
2004-09-01,110.949997,113.739998,110.410004,111.760002,84.551682,790891900
2004-10-01,112.260002,114.680000,109.349998,113.199997,85.997574,1044071300
2004-11-01,113.559998,119.139999,113.199997,117.889999,89.560539,961601700
2004-12-01,118.160004,121.660004,117.730003,120.870003,92.096573,909170200
2005-01-01,121.559998,121.760002,116.370003,118.160004,90.456978,1184211500
2005-02-01,118.250000,121.669998,118.099998,120.629997,92.347900,1025608400
2005-03-01,120.820000,123.250000,116.250000,117.959999,90.303833,1330548800
2005-04-01,118.629997,119.260002,113.550003,115.750000,88.960068,1633318500
2005-05-01,116.070000,120.250000,114.800003,119.480003,91.826782,1334647300
2005-06-01,119.519997,121.940002,118.750000,119.180000,91.596214,1089322900
2005-07-01,119.449997,124.639999,118.260002,123.739998,95.484650,1176306400
2005-08-01,123.830002,124.739998,120.379997,122.580002,94.589523,1306564800
2005-09-01,122.519997,124.739998,120.440002,123.040001,94.944466,1287005000
2005-10-01,122.959999,123.339996,116.879997,120.129997,93.093567,1784566400
2005-11-01,120.580002,127.410004,120.129997,125.410004,97.185242,1183732800
2005-12-01,126.019997,128.089996,124.360001,124.510002,96.487785,1073146800
2006-01-01,125.190002,129.440002,124.389999,127.500000,99.328651,1233910800
2006-02-01,127.820000,130.039993,125.400002,128.229996,99.897331,1145244400
2006-03-01,128.600006,131.470001,127.180000,129.830002,101.143829,1350777100
2006-04-01,130.070007,131.860001,128.020004,131.470001,102.828720,1300327900
2006-05-01,131.470001,132.800003,124.760002,127.510002,99.731453,1752747100
2006-06-01,127.379997,129.429993,122.339996,127.279999,99.551575,2163829300
2006-07-01,127.430000,128.139999,122.389999,127.849998,100.439392,1691301400
2006-08-01,127.339996,131.039993,126.279999,130.639999,102.631226,1420345400
2006-09-01,131.139999,133.990005,129.350006,133.580002,104.940872,1363687900
2006-10-01,133.539993,139.000000,132.649994,137.789993,108.724350,1443344100
2006-11-01,138.220001,141.160004,135.619995,140.529999,110.886345,1502059900
2006-12-01,140.529999,143.240005,138.970001,141.619995,111.746414,1212756800
2007-01-01,142.250000,144.130005,140.250000,143.750000,114.059097,1330329900
2007-02-01,144.149994,146.419998,139.000000,140.929993,111.821556,1494548900
2007-03-01,139.339996,143.809998,136.750000,142.000000,112.670532,2918304400
2007-04-01,142.160004,149.800003,141.479996,148.289993,118.128059,1791289900
2007-05-01,148.419998,153.889999,147.669998,153.320007,122.134987,2508178000
2007-06-01,153.880005,154.399994,148.059998,150.429993,119.832771,3502885400
2007-07-01,150.869995,155.529999,145.039993,145.720001,116.581131,3988676200
2007-08-01,145.179993,150.589996,137.000000,147.589996,118.077187,6195918600
2007-09-01,147.449997,154.389999,144.330002,152.580002,122.069412,2967009200
2007-10-01,152.600006,157.520004,148.660004,154.649994,124.312347,3850069600
2007-11-01,153.289993,153.410004,140.660004,148.660004,119.497429,5472709900
2007-12-01,148.190002,152.889999,143.960007,146.210007,117.528046,3293787500
2008-01-01,146.529999,146.990005,126.000000,137.369995,111.008209,6106834300
2008-02-01,137.940002,139.610001,131.729996,133.820007,108.139519,4151028600
2008-03-01,133.139999,135.809998,126.070000,131.970001,106.644531,5462121800
2008-04-01,133.610001,140.589996,132.330002,138.259995,112.280556,4014652600
2008-05-01,138.380005,144.300003,137.520004,140.350006,113.977844,3646997000
2008-06-01,139.830002,140.889999,127.040001,127.980003,103.932220,5408930000
2008-07-01,126.519997,129.160004,120.019997,126.830002,103.513458,7156206800
2008-08-01,127.120003,131.509995,124.760002,128.789993,105.113144,4344355500
2008-09-01,130.029999,130.710007,110.529999,115.989998,94.666313,8105188900
2008-10-01,115.269997,116.690002,83.580002,96.830002,79.486153,11882352200
2008-11-01,96.779999,100.860001,74.339996,90.089996,73.953407,8762237000
2008-12-01,87.510002,92.430000,81.860001,90.239998,74.076508,6919927700
2009-01-01,90.440002,94.449997,80.050003,82.830002,68.545753,6872039400
2009-02-01,81.570000,87.739998,73.809998,73.930000,61.180553,7275092500
2009-03-01,72.519997,83.300003,67.099998,79.519997,65.806526,8813959700
2009-04-01,78.529999,89.019997,78.330002,87.419998,72.861977,6023006600
2009-05-01,87.440002,93.699997,86.720001,92.529999,77.121002,5195735600
2009-06-01,93.669998,96.110001,88.849998,91.949997,76.637589,5054855000
2009-07-01,92.339996,99.830002,87.000000,98.809998,82.820381,4295844600
2009-08-01,99.849998,104.349998,98.110001,102.459999,85.879753,3957574800
2009-09-01,101.949997,108.059998,99.570000,105.589996,88.503250,3777956700
2009-10-01,103.000000,110.309998,101.989998,103.559998,87.215218,4481700800
2009-11-01,104.129997,111.739998,103.080002,109.940002,92.588249,3430866200
2009-12-01,110.919998,113.029999,109.019997,111.440002,93.851509,2883885800
2010-01-01,112.370003,115.139999,107.220001,107.389999,90.927605,3706842300
2010-02-01,108.150002,111.580002,104.580002,110.739998,93.764107,4451912400
2010-03-01,111.199997,118.169998,111.169998,117.000000,99.064484,3899688500
2010-04-01,117.800003,122.120003,117.099998,118.809998,101.011261,3887089700
2010-05-01,119.379997,120.680000,104.379997,109.370003,92.985458,7413878800
2010-06-01,108.349998,113.199997,102.879997,103.220001,87.756767,5706059600
2010-07-01,103.150002,112.290001,101.129997,110.269997,94.196671,4725402000
2010-08-01,111.989998,113.180000,104.290001,105.309998,89.959663,4541971600
2010-09-01,106.730003,115.790001,106.660004,114.129997,97.494026,4035642500
2010-10-01,114.989998,119.760002,113.180000,118.489998,101.760361,3767490800
2010-11-01,119.070000,122.949997,117.589996,118.489998,101.760361,3983708900
2010-12-01,120.199997,126.199997,120.190002,125.750000,107.995338,2722749900
2011-01-01,126.709999,130.350006,125.699997,128.679993,111.092842,2860314700
2011-02-01,129.460007,134.690002,129.380005,133.149994,114.951889,2820073500
2011-03-01,133.570007,133.690002,125.279999,132.589996,114.468437,4787459400
2011-04-01,133.410004,136.570007,129.509995,136.429993,118.295273,2812718500
2011-05-01,137.070007,137.179993,131.380005,134.899994,116.968643,3337607300
2011-06-01,134.509995,134.919998,126.190002,131.970001,114.428116,4710433400
2011-07-01,132.089996,135.699997,127.970001,129.330002,112.694984,3840768000
2011-08-01,130.839996,130.960007,110.269997,122.220001,106.499512,9050451800
2011-09-01,122.290001,123.400002,111.300003,113.150002,98.596138,6188283200
2011-10-01,112.489998,129.419998,107.430000,125.500000,109.923401,5721102000
2011-11-01,122.029999,128.020004,116.199997,124.989998,109.476707,5013586000
2011-12-01,124.849998,127.260002,120.029999,125.500000,109.923401,3848636100
2012-01-01,127.760002,133.399994,126.430000,131.320007,115.750526,2883821400
2012-02-01,132.289993,138.190002,132.130005,137.020004,120.774719,2894582000
2012-03-01,137.309998,141.830002,134.360001,140.809998,124.115364,3057516200
2012-04-01,140.639999,142.210007,135.759995,139.869995,123.827095,3035644100
2012-05-01,139.789993,141.660004,129.550003,131.470001,116.390579,4004156100
2012-06-01,129.410004,136.270004,127.139999,136.100006,120.489532,3644886200
2012-07-01,136.479996,139.339996,132.600006,137.710007,122.546570,2864743300
2012-08-01,138.699997,143.089996,135.580002,141.160004,125.616692,2413590900
2012-09-01,141.039993,148.110001,140.130005,143.970001,128.117249,2391233500
2012-10-01,144.520004,147.160004,140.389999,141.350006,126.457214,2719915500
2012-11-01,141.649994,143.720001,134.699997,142.149994,127.172935,3032769100
2012-12-01,142.800003,145.580002,139.539993,142.410004,127.405525,2889875900
2013-01-01,145.110001,150.940002,144.729996,149.699997,134.877319,2587140200
2013-02-01,150.649994,153.279999,148.729996,151.610001,136.598221,2581459300
2013-03-01,151.089996,156.850006,150.410004,156.669998,141.157181,2330972300
2013-04-01,156.589996,159.720001,153.550003,159.679993,144.509003,2907035000
2013-05-01,159.330002,169.070007,158.100006,163.449997,147.920853,2781596000
2013-06-01,163.830002,165.990005,155.729996,160.419998,145.178726,3533321800
2013-07-01,161.259995,169.860001,160.220001,168.710007,153.488983,2330904500
2013-08-01,169.990005,170.970001,163.050003,163.649994,148.885513,2283131700
2013-09-01,165.229996,173.600006,163.699997,168.009995,152.852158,2226749600
2013-10-01,168.139999,177.509995,164.529999,175.789993,160.709732,2901739000
2013-11-01,176.020004,181.750000,174.759995,181.000000,165.472778,1930952900
2013-12-01,181.089996,184.690002,177.320007,184.690002,168.846237,2232775900
2014-01-01,183.979996,184.940002,176.880005,178.179993,163.779282,2530650900
2014-02-01,177.970001,187.149994,173.710007,186.289993,171.233856,2394184600
2014-03-01,184.649994,189.020004,183.750000,187.009995,171.895645,2554084300
2014-04-01,187.619995,189.699997,181.309998,188.309998,173.854141,2345902000
2014-05-01,188.220001,192.800003,186.009995,192.679993,177.888672,1781093800
2014-06-01,192.949997,196.600006,191.970001,195.720001,180.695343,1675047300
2014-07-01,196.199997,199.059998,192.970001,193.089996,179.121124,1893710200
2014-08-01,192.559998,200.820007,190.550003,200.710007,186.189926,1829885000
2014-09-01,200.970001,201.899994,196.050003,197.020004,182.766861,2106462700
2014-10-01,196.699997,201.820007,181.919998,201.660004,187.945801,3943068000
2014-11-01,201.919998,207.869995,200.059998,207.199997,193.109039,1571091800
2014-12-01,206.399994,212.970001,197.860001,205.539993,191.561905,3045171000
2015-01-01,206.380005,206.880005,198.550003,199.449997,186.911926,3172346300
2015-02-01,200.050003,212.240005,197.860001,210.660004,197.417282,1886530700
2015-03-01,210.779999,212.059998,204.119995,206.429993,193.453156,2715830100
2015-04-01,206.429993,212.479996,204.509995,208.460007,196.227402,2020719500
2015-05-01,209.399994,213.779999,206.759995,211.139999,198.750137,1877801000
2015-06-01,211.940002,213.339996,205.279999,205.889999,193.808197,2529515900
2015-07-01,207.729996,213.179993,204.110001,210.449997,199.064621,2447834300
2015-08-01,210.460007,211.309998,182.399994,199.160004,188.385376,4319602000
2015-09-01,193.119995,202.889999,186.929993,191.589996,181.224915,3244515300
2015-10-01,192.080002,209.440002,189.119995,208.889999,198.616837,3214338800
2015-11-01,208.320007,211.660004,202.179993,208.690002,198.426666,1919256000
2015-12-01,209.440002,211.000000,199.830002,203.869995,193.843704,2909446200
2016-01-01,200.490005,201.899994,181.020004,193.720001,185.288696,3706355900
2016-02-01,192.529999,196.679993,181.089996,193.559998,185.135651,2906266800
2016-03-01,195.009995,206.869995,194.449997,205.520004,196.575134,2316545700
2016-04-01,204.350006,210.919998,203.089996,206.330002,198.367355,1891453600
2016-05-01,206.919998,210.690002,202.779999,209.839996,201.741898,1825968300
2016-06-01,209.119995,212.520004,198.649994,209.479996,201.395767,2610023600
2016-07-01,209.479996,217.539993,207.059998,217.119995,209.826920,1641352200
2016-08-01,217.190002,219.600006,214.250000,217.380005,210.078171,1512153500
2016-09-01,217.369995,219.220001,212.309998,216.300003,209.034454,2290019800
2016-10-01,215.820007,216.699997,211.210007,212.550003,206.448105,1721815600
2016-11-01,212.929993,221.820007,208.380005,220.380005,214.053329,2063815200
2016-12-01,220.729996,228.339996,219.149994,223.529999,217.112869,1808241300
2017-01-01,225.039993,229.710007,223.880005,227.529999,222.300568,1479754500
2017-02-01,227.529999,237.309998,226.820007,236.470001,231.035080,1361822100
2017-03-01,238.389999,240.320007,231.610001,235.740005,230.321869,1921474100
2017-04-01,235.800003,239.529999,232.509995,238.080002,233.620026,1539328300
2017-05-01,238.679993,242.080002,235.429993,241.440002,236.917084,1492547000
2017-06-01,241.970001,245.009995,239.960007,241.800003,237.270340,1570792100
2017-07-01,242.880005,248.000000,240.339996,246.770004,243.328110,1055908800
2017-08-01,247.460007,248.910004,241.830002,247.490005,244.038055,1554867400
2017-09-01,247.919998,251.320007,244.949997,251.229996,247.725891,1286405100
2017-10-01,251.490005,257.890015,251.289993,257.149994,254.821701,1320624600
2017-11-01,258.040009,266.049988,255.630005,265.010010,262.610535,1365620900
2017-12-01,264.760010,268.600006,260.760010,266.859985,264.443756,1715222900
2018-01-01,267.839996,286.579987,267.399994,281.899994,280.775452,1981602400
2018-02-01,281.070007,283.059998,252.919998,271.649994,270.566345,2923722000
2018-03-01,271.410004,280.410004,257.829987,263.149994,262.100250,2323561800
2018-04-01,262.549988,271.299988,254.669998,264.510010,264.510010,1998466500
2018-05-01,263.869995,274.250000,259.049988,270.940002,270.940002,1598797400
2018-06-01,272.410004,275.190002,272.329987,274.899994,274.899994,115423900
